season;dayOfWeek;hour;meanP;stdP;meanQ;stdQ
summer;4;8;7229.7926025390625;2401.7302856445312;-318.6637191772461;407.89904022216797
summer;4;9;7813.173095703125;2416.1182250976562;-98.4430923461914;403.6240234375
summer;4;10;8408.00244140625;2415.9969482421875;64.38187026977539;408.15808868408203
summer;4;11;8892.465087890625;2429.8041381835938;157.62860488891602;410.1916275024414
summer;4;12;9060.460693359375;2447.26171875;162.3594856262207;412.19102478027344
summer;4;13;8993.576416015625;2439.3340454101562;98.7213020324707;402.83048248291016
summer;4;14;8793.01416015625;2435.3089599609375;11.49756145477295;403.10167694091797
summer;4;15;8769.263671875;2431.8970336914062;-73.5178279876709;401.5980911254883
summer;4;16;9193.75634765625;2436.0414428710938;-139.56199645996094;408.0571823120117
summer;4;17;9490.002197265625;2419.1666259765625;-196.62403869628906;407.16656494140625
summer;4;18;9641.42041015625;2425.993408203125;-268.0483093261719;403.3200988769531
summer;4;19;10016.319091796875;2464.7515869140625;-408.12579345703125;414.1878356933594
summer;4;20;9530.846923828125;2436.3114013671875;-494.6128234863281;405.6767044067383
summer;4;21;8634.796142578125;2415.9490966796875;-639.4325561523438;412.08068084716797
summer;4;22;7345.009765625;2416.682861328125;-696.7173461914062;406.74432373046875
summer;4;23;6153.58154296875;2429.318115234375;-714.0302734375;402.42357635498047
summer;5;0;5454.9600830078125;2412.657470703125;-781.9142761230469;404.3540267944336
summer;5;1;4875.29833984375;2403.3897094726562;-791.1446075439453;404.4800338745117
summer;5;2;4468.9453125;2394.45654296875;-801.9609832763672;401.9775161743164
summer;5;3;4359.4290771484375;2391.7814331054688;-788.1810455322266;401.0794982910156
summer;5;4;4518.4178466796875;2413.0489501953125;-772.3774719238281;405.99476623535156
summer;5;5;4936.021484375;2388.7279052734375;-743.9254913330078;406.73008728027344
summer;5;6;5470.1239013671875;2421.8764038085938;-712.9463348388672;397.0641555786133
summer;5;7;6146.8486328125;2405.9912719726562;-594.6766662597656;402.0623321533203
summer;5;8;7508.5399169921875;2427.7742309570312;-354.62342071533203;404.9422607421875
summer;5;9;8526.94775390625;2400.0083618164062;34.004738330841064;410.99584197998047
summer;5;10;9245.150146484375;2405.67138671875;282.2084732055664;412.86412811279297
summer;5;11;9895.0185546875;2418.5119018554688;367.3868865966797;408.1793975830078
summer;5;12;10149.63427734375;2449.2944946289062;285.7545394897461;414.70775604248047
summer;5;13;10034.5263671875;2396.2286376953125;174.92528533935547;404.58961486816406
summer;5;14;9740.36279296875;2417.8096313476562;52.2814154624939;408.1966323852539
summer;5;15;9363.11474609375;2431.5300903320312;-71.32539367675781;406.83116912841797
summer;5;16;9588.4267578125;2421.2592163085938;-169.68123626708984;405.02012634277344
summer;5;17;10022.411376953125;2419.3379516601562;-222.42343521118164;409.1566162109375
summer;5;18;10393.6884765625;2416.2731323242188;-337.27869415283203;405.64459228515625
summer;5;19;10275.626953125;2405.449462890625;-432.66321563720703;411.2962875366211
summer;5;20;9753.566650390625;2416.9176635742188;-540.2431182861328;413.5061492919922
summer;5;21;8774.35693359375;2417.7129516601562;-673.1872253417969;412.5943374633789
summer;5;22;7463.468505859375;2428.1672973632812;-737.7941436767578;401.8791275024414
summer;5;23;6254.969482421875;2420.7783203125;-756.0896606445312;400.7914810180664
summer;6;0;5363.332763671875;2419.1931762695312;-798.4222106933594;401.7228546142578
summer;6;1;4701.9146728515625;2381.9453735351562;-818.990966796875;401.20121002197266
summer;6;2;4333.9361572265625;2404.1140747070312;-823.6914672851562;407.52626037597656
summer;6;3;4410.521728515625;2429.2434692382812;-792.58544921875;403.2272033691406
summer;6;4;4600.421875;2417.4686279296875;-751.7440643310547;403.67769622802734
summer;6;5;5022.1876220703125;2389.2511596679688;-716.9708862304688;401.3357696533203
summer;6;6;5723.5859375;2407.0534057617188;-650.0525817871094;405.9183654785156
summer;6;7;6359.177001953125;2399.146240234375;-555.87060546875;402.9978256225586
summer;6;8;7627.32666015625;2409.1973266601562;-290.54447174072266;411.4033432006836
summer;6;9;8797.589111328125;2421.4278564453125;43.03320121765137;406.9312438964844
summer;6;10;9617.232666015625;2422.2492065429688;235.03648376464844;411.04056549072266
summer;6;11;10076.0771484375;2432.497802734375;344.4167709350586;405.45722198486334
summer;6;12;10113.3056640625;2418.730224609375;336.3363037109375;408.40687561035156
summer;6;13;10202.709716796875;2441.9818115234375;174.13007736206055;408.72632598876953
summer;6;14;9877.645263671875;2419.4576416015625;-33.273833096027374;410.2576141357422
summer;6;15;9450.49072265625;2396.5431518554688;-200.62255477905273;406.51822662353516
summer;6;16;9884.386962890625;2407.90234375;-250.86892318725586;405.10540771484375
summer;6;17;10187.71630859375;2406.6572265625;-300.06322479248047;411.1137161254883
summer;6;18;10315.826904296875;2427.6889038085938;-405.48287200927734;404.2205276489258
summer;6;19;10394.209228515625;2404.2125244140625;-524.1486511230469;407.15771484375
summer;6;20;9996.413818359375;2401.9773559570312;-664.6905822753906;403.5397415161133
summer;6;21;9062.612548828125;2419.9220581054688;-760.6560668945312;398.85325622558594
summer;6;22;7604.259765625;2436.5233154296875;-797.229736328125;400.99991607666016
